 Procedimentos hospitalares do SUS - por local de internação - Brasil
Valor total por Unidade da Federação e Ano/mês atendimento
Natureza jurídica: 101-5 Órgão Público do Poder Executivo Federal, 102-3 Órgão Público do Poder Executivo Estadual ou do Distrito Federal, 103-1 Órgão Público do Poder Executivo Municipal, 104-0 Órgão Público do Poder Legislativo Federal, 105-8 Órgão Público do Poder Legislativo Estadual ou do Distrito Federal, 106-6 Órgão Público do Poder Legislativo Municipal, 107-4 Órgão Público do Poder Judiciário Federal, 108-2 Órgão Público do Poder Judiciário Estadual, 110-4 Autarquia Federal, 111-2 Autarquia Estadual ou do Distrito Federal, 112-0 Autarquia Municipal, 113-9 Fundação Pública de Direito Público Federal, 114-7 Fundação Pública de Direito Público Estadual ou do Distrito Federal, 115-5 Fundação Pública de Direito Público Municipal, 116-3 Órgão Público Autônomo Federal, 117-1 Órgão Público Autônomo Estadual ou do Distrito Federal, 118-0 Órgão Público Autônomo Municipal, 119-8 Comissão Polinacional, 120-1 Fundo Público, 121-0 Consórcio Público de Direito Público (Associação Pública), 122-8 Consórcio Público de Direito Privado, 123-6 Estado ou Distrito Federal, 124-4 Município, 125-2 Fundação Pública de Direito Privado Federal, 126-0 Fundação Pública de Direito Privado Estadual ou do Distrito Federal, 127-9 Fundação Pública de Direito Privado Municipal
Período:Jan/2008-Set/2021
"Unidade da Federação";"2008/Jan";"2008/Fev";"2008/Mar";"2008/Abr";"2008/Mai";"2008/Jun";"2008/Jul";"2008/Ago";"2008/Set";"2008/Out";"2008/Nov";"2008/Dez";"2009/Jan";"2009/Fev";"2009/Mar";"2009/Abr";"2009/Mai";"2009/Jun";"2009/Jul";"2009/Ago";"2009/Set";"2009/Out";"2009/Nov";"2009/Dez";"2010/Jan";"2010/Fev";"2010/Mar";"2010/Abr";"2010/Mai";"2010/Jun";"2010/Jul";"2010/Ago";"2010/Set";"2010/Out";"2010/Nov";"2010/Dez";"2011/Jan";"2011/Fev";"2011/Mar";"2011/Abr";"2011/Mai";"2011/Jun";"2011/Jul";"2011/Ago";"2011/Set";"2011/Out";"2011/Nov";"2011/Dez";"2012/Jan";"2012/Fev";"2012/Mar";"2012/Abr";"2012/Mai";"2012/Jun";"2012/Jul";"2012/Ago";"2012/Set";"2012/Out";"2012/Nov";"2012/Dez";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Out";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"2020/Set";"2020/Out";"2020/Nov";"2020/Dez";"2021/Jan";"2021/Fev";"2021/Mar";"2021/Abr";"2021/Mai";"2021/Jun";"2021/Jul";"2021/Ago";"2021/Set";"Total"
"24 Rio Grande do Norte";294728,67;-;-;-;-;-;-;-;28130,93;-;-;-;-;-;-;-;-;-;-;-;-;-;-;33250,16;37772,98;-;-;-;46918,02;33250,16;-;-;130068,28;-;30615,99;12176,82;-;-;-;-;22464,98;33250,16;-;-;-;-;1277,62;12991,22;84493,55;254759,28;798202,73;2756799,79;4995287,59;6792245,45;7835529,17;7380962,96;6883682,26;7585636,97;6961670,64;6255916,67;6998425,48;6583274,30;7573966,82;8610543,61;8263914,90;7741231,50;7751530,02;7382993,77;7738528,14;7554863,87;7396850,09;7224739,88;7376798,57;7791704,18;8165470,95;8535373,40;9023993,24;8033172,27;8715110,08;9007933,63;9013403,45;8982631,97;8305056,09;8821349,15;8744307,26;8066481,10;9635652,01;9602265,65;9564197,23;9130437,71;9993234,18;9025514,08;9198434,08;9418434,10;8320459,33;8114939,25;8798036,74;8348946,03;9706929,71;9919350,47;9715050,47;9943360,66;9343593,34;9885173,36;9067846,89;9761774,51;8490024,82;8769691,08;9532185,11;8912867,43;10343962,55;9804133,67;10655270,44;10188400,34;9770033,80;10204399,52;9112369,19;9326960,00;9026500,79;9192370,03;9500061,77;9200781,77;10391854,83;10628196,60;10742917,58;10967316,18;10767127,10;11270396,16;10158102,96;11103632,28;10338984,96;10370006,58;10721201,48;9948194,61;10686486,92;11003459,20;12048013,70;10618785,92;10533276,66;11208838,70;10784788,46;11223726,18;9756392,83;10228106,14;10301077,64;10064688,65;9672224,07;8990753,81;12024798,36;14374196,06;15619713,48;13684176,61;12208730,01;11850010,51;10948343,24;16206160,64;14608417,42;16178874,67;22853760,76;24150299,09;25646322,41;19853352,40;13217007,76;7492506,23;2409083,89;1135083676,62
"25 Paraíba";419578,60;-;-;-;-;-;-;-;-;-;-;-;-;-;6212,66;-;4423,42;-;-;-;-;145575,19;11779,22;-;-;-;-;-;-;-;-;-;-;16997,85;-;75446,62;-;73856,17;-;-;-;-;6212,66;-;-;-;13199,82;1543,50;83996,08;127538,66;884125,65;1749850,50;4991877,17;7908694,11;8186985,79;8343202,90;7969187,39;8106363,08;7791319,28;7467921,28;8166366,98;7765191,10;8461837,14;8648805,34;9195102,75;8503357,59;9059560,20;8958132,06;8920675,49;8574514,23;8170818,42;8300196,65;8555899,12;8279291,37;8778044,17;8901360,01;8862439,63;8636113,37;9280129,30;9064712,73;8973143,40;9023365,42;8515406,11;8235080,61;8044322,18;7023710,89;8895366,32;8947548,71;8839798,02;8531243,51;8956367,99;8894030,89;8725852,57;8636695,14;8273289,59;7816949,80;8246455,85;8030289,62;8651551,93;8700652,85;9219109,94;8305976,50;8373405,55;9008773,10;8409147,36;8370005,36;7846258,05;8073965,59;8160005,17;7886407,16;9505484,45;8892044,65;9704861,02;9274086,52;9052525,76;9485245,94;9328472,39;9211167,79;9401688,20;8551826,49;8900936,33;8092025,48;9373322,30;9355342,07;9626061,89;9465825,40;9653600,43;10008274,64;9272009,72;9828384,25;9307663,07;9567107,00;9387927,64;8832429,84;10280614,70;10384589,59;10916222,11;10149560,35;10572991,10;10332795,63;10014686,65;10532849,11;9758478,52;9241306,94;9604547,26;9273732,24;9447722,75;8693245,55;13050872,24;15618211,66;13504928,09;10422140,08;9587420,81;8570257,12;9594510,34;13314392,48;13356309,12;15543605,62;22734582,97;21983678,84;29506239,48;24462591,45;16359749,22;8829652,70;5035440,71;1104838849,13
"26 Pernambuco";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;72265,68;17827739,03;143422,58;31322,78;280315,28;2365312,94;-;54721,11;1039079,59;492738,58;144879,27;-;523354,60;95799,98;155965,32;140095,76;85337,10;262673,48;18687,68;636425,03;211864,66;41500,57;-;17087,33;140060,90;554265,05;692704,38;2148045,01;6087826,42;18294813,38;24603945,46;26500691,09;27694288,74;26686668,11;26773638,56;26129070,05;25602661,25;28348708,51;25379320,86;29090868,14;29070518,96;32038740,43;30008554,72;30757033,63;32432931,65;32094785,91;33527052,45;31512076,10;30695085,53;33028822,95;30511492,75;33127074,84;32945844,93;34476134,29;32847464,40;34238629,75;35363765,25;35456455,43;35179414,87;32810864,54;32362218,15;34018281,59;30732538,58;35879891,89;35308463,42;36882917,30;34062874,75;35578662,37;34440745,49;33426279,10;34138735,42;33193361,10;32817002,69;33866702,67;33083313,43;36117167,43;34737401,93;36761796,94;36958153,19;36356754,81;38831888,63;35984637,15;36147632,51;35475033,84;35680207,70;37433974,17;35045675,11;41334837,43;38416726,72;42067615,06;41386228,48;41547756,45;43812905,49;40048025,00;41694463,27;39133067,86;39119080,52;40895743,39;36849661,55;38904552,13;41711610,11;42594699,66;40948606,84;41107673,29;43708612,87;39147342,07;41915370,28;38199914,60;39319583,89;40975322,32;37916363,69;39582245,48;39913947,58;44624284,42;41349534,17;43615037,01;43773541,90;42481593,42;43234508,51;42009097,27;40201398,47;43880856,93;39074185,51;38668849,51;37149920,08;47221360,43;49662024,38;51674039,27;50301194,56;47220171,84;45576158,38;45663717,84;52491088,32;54541909,84;52006581,41;67636777,44;76455317,36;86176752,11;76348423,26;57623979,29;44275652,50;24689192,51;4398692322,97
"27 Alagoas";1961532,14;-;-;137106,04;-;169510,27;7107,28;-;-;-;-;-;-;-;147724,52;-;-;-;-;-;-;-;-;107040,68;-;-;-;9691,75;83249,67;-;2286,26;75148,35;-;-;86679,06;-;-;15307,99;-;-;32206,43;46918,02;91599,48;-;-;13319,94;21172,75;1988,05;118121,61;144389,13;509532,39;832946,07;2419590,20;3614993,16;3853757,77;3680360,41;3724682,08;3516493,87;3618460,17;3512276,50;3862186,57;3326925,76;4006155,52;4211091,67;4218229,46;4126287,76;4204049,51;4021923,43;3999499,34;3884990,68;3651252,87;3456113,41;3636071,48;3110686,46;3331969,06;3070121,26;3397910,55;3558118,45;3301752,75;3369038,87;3803447,86;3811684,37;3656199,43;3494061,54;2986315,01;2954408,65;3679482,63;3822640,23;4147743,15;3998795,73;3949276,48;4148914,22;3553549,87;4010122,97;3888045,68;3925821,86;4228504,73;3637334,04;4198593,21;3986847,97;4332930,76;4301491,66;4359527,65;4583598,64;4102344,66;4214763,73;3346583,27;3305916,65;4227367,06;3691756,10;4659165,58;4331912,05;4752020,83;4393071,14;4665637,14;5103344,82;4483969,52;4435395,39;4147579,79;4214566,47;4622003,89;3882874,01;4340530,13;4849322,51;4993849,72;4611690,31;4476491,25;4796284,94;4301163,21;4451106,49;4363594,88;4080532,87;4660640,44;4435885,92;4573220,89;4421374,22;4731236,44;4743987,79;4642262,26;4808871,98;4639216,95;4723893,17;4197137,44;4158464,76;4219807,85;4067262,12;4025211,07;3721493,19;6566860,75;7240006,74;6713237,90;4640486,04;4724133,32;5157802,90;5301557,99;6423005,99;7805262,50;9156192,01;15156885,77;14353476,56;15120235,33;13847767,81;8055216,89;4645166,64;1648824,01;528929829,29
"28 Sergipe";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;55654,37;89524,19;147606,66;164270,23;147085,06;104556,83;136969,33;142078,80;194226,24;205534,73;96606,97;135901,12;146663,88;261300,17;179462,52;160265,11;126952,62;154020,34;126832,53;146263,21;124586,52;139201,96;113483,52;133788,61;136640,89;327772,24;860110,89;1643619,41;1694837,84;2331917,77;2577707,43;3167789,13;2468115,42;2429500,53;2282513,39;2985305,48;2919565,83;3009573,29;3485450,47;3866116,40;3430158,11;3806072,96;4140153,60;4203739,40;4099385,58;4455761,38;3422074,71;3805647,44;4169048,25;4410444,37;4335711,05;4313979,58;4563720,57;4325972,20;2975812,88;4895865,05;4205402,37;3692400,79;3829899,85;3911019,64;3801615,42;4356778,77;4076723,08;4195589,54;4270385,44;4559451,04;4244829,25;3836723,11;4307304,26;4110931,52;4056011,68;4412194,45;3989367,49;4538116,73;4394525,56;4664297,47;4411995,55;4287421,65;4653699,56;3949363,52;4380353,97;3869574,15;4154899,99;4463932,72;4195215,65;4366870,10;4571916,08;4661674,09;4327390,65;4516461,51;4331109,24;4462639,62;4261893,40;4279506,54;4453472,75;4479800,44;4049943,84;4135685,19;4060025,04;4193981,10;4995942,28;5183814,83;5023612,32;4886076,80;4934291,20;4872068,15;5073933,63;5410629,45;4731946,52;7647184,52;7766708,47;7741501,33;5328376,64;1393854,21;907504,15;173010,88;368015768,25
"29 Bahia";-;-;-;-;-;-;4550520,72;921,93;-;-;-;-;-;-;-;-;-;6760,77;-;-;-;-;33619,47;33650,19;-;-;-;-;5531,55;28395,24;30822,98;-;1905,30;11186,01;-;12230,85;2827,23;-;34541,40;33834,56;-;-;2827,23;3638914,67;174875,15;648867,00;85936,95;186980,74;553940,04;1427318,21;4800713,19;10265199,31;21185039,23;30582108,76;32539009,47;32558392,13;30461787,26;30885792,61;29390165,87;28217762,42;30624238,72;28204223,40;32702552,09;33493525,23;34176308,29;32779694,02;34846699,64;34385584,32;33532627,01;34740619,63;32203707,08;30584154,32;33513910,65;30675381,84;33536651,76;33813692,59;35441981,49;32031971,41;36402164,59;35648052,34;35726593,69;36640158,57;32305070,40;32655042,45;33474212,40;30154090,57;37483490,96;35394798,20;36355904,53;35542107,29;38322987,23;37290176,03;36614454,08;36638337,29;37391985,39;34005762,25;36689962,32;35320170,05;40599789,82;38307382,29;39745521,97;37960899,52;39644768,50;40824076,99;38130244,91;38837469,04;35452016,31;35553926,06;38495946,13;34636103,23;41491683,00;38575407,94;43428054,64;39537833,81;40710290,85;42573059,88;39506981,99;40948478,18;38984332,52;37726315,24;40612626,52;36410737,73;40484611,61;41157927,05;43176293,72;40292364,58;44400876,99;44306525,94;42843239,20;45997207,18;42586122,51;41769459,92;44032580,00;40253622,52;44462227,59;46599725,09;49535987,35;45058719,87;50066056,92;49023862,74;47290534,21;48643542,33;45318140,62;43134494,74;46443725,33;44542865,21;45860175,11;42046056,80;47454658,29;57290000,37;65452256,47;60962769,30;53999307,44;56317222,23;55806892,49;60935094,94;62159426,31;68442538,92;87466615,87;86647270,22;100297521,57;90276818,57;67195427,70;36592909,55;12057342,27;4731110387,27
"31 Minas Gerais";35320633,68;79232,24;561905,28;80171,74;31491,05;1273,53;456028,61;43978,99;214677,58;105949,28;109818,20;234965,18;5453768,00;200400,37;510503,51;-;-;154,36;169651,45;26512,68;-;140767,59;93831,26;53663,60;-;-;17173,43;164071,10;182500,81;-;97737,58;114660,88;172234,52;-;187623,10;32571,62;137541,17;101466,02;-;964,80;66571,14;78998,44;174277,20;86941,55;193152,14;451671,47;404729,82;521952,74;6302382,88;3621788,52;12973024,37;18613860,63;31540987,16;34784620,13;36923936,70;36257894,93;35469450,28;37131981,00;33673249,38;35025401,49;36265786,16;32456289,56;37458188,35;39766694,83;39202778,29;38238055,16;39606907,69;39108783,50;38687434,95;39856299,47;35995331,31;37403876,51;40269134,25;36751116,65;38917297,37;39187397,90;41213372,69;39102167,26;41211202,36;40185257,70;39901757,25;40733595,07;37486318,32;36475316,26;36347463,56;35696903,51;41335602,46;40788863,34;39887962,77;40177163,95;39172302,69;40094815,44;37806753,73;39820030,06;37635934,74;36909192,22;38371075,13;36466747,60;41098740,95;39013150,49;41286141,55;40549657,95;39354159,33;41404721,55;39915758,56;39296694,17;36343592,89;37740369,87;41015330,36;37675670,45;43671911,02;40617032,80;46848461,33;42466319,23;44697858,19;45419493,81;41639987,20;38504739,20;35321596,14;34936337,03;37531432,58;33854170,43;39478073,70;38611764,57;39359086,84;38508876,14;38808521,52;41005971,39;37926082,67;39755461,35;37017674,51;36447685,16;37733850,64;35679893,50;38968569,38;40215407,60;41058732,08;39526532,32;41741451,78;39401413,61;39018455,02;40238115,68;37022466,17;38754212,06;38628422,03;35150155,95;35933985,64;32911301,50;37605791,16;43513775,76;53615411,69;54914420,19;52898047,82;48595555,29;48453154,15;53271733,86;55738127,17;52501112,61;79313095,27;76131949,93;77109570,40;63039591,15;43541686,04;27295721,26;9074146,03;4671104344,91
"32 Espírito Santo";468421,00;-;-;65027,15;-;-;-;-;-;-;-;-;-;-;-;-;54488,24;-;-;79638,56;-;-;-;-;-;-;-;-;-;-;27783,02;25464,57;27837,31;11609,47;-;10253,62;-;-;-;-;-;-;-;-;-;-;-;47793,73;446,78;7122,90;264363,73;844783,35;2797061,91;4301078,28;5164805,10;5015567,21;5592232,58;5884387,19;6222338,78;6515002,90;6980220,77;6423942,90;6925193,12;6960820,79;7211857,91;6958744,44;7572269,76;7981839,97;7497652,84;8142002,38;7448933,72;7295116,49;7812787,02;7648853,77;7845512,84;7548552,90;8871766,99;8021020,02;8604885,92;8841004,42;8479654,70;8022354,83;7899102,95;8350544,93;8407969,07;8326910,12;9915403,43;9021809,12;9896505,51;9683123,19;10224780,71;9531006,84;9412948,95;10153986,06;9497858,73;9315696,55;9919097,02;9365773,55;11403548,45;10161441,49;11759874,62;10095323,08;11170543,36;10524734,96;10520033,51;10798404,53;10648151,60;11150323,30;10763648,10;9972071,08;11563059,86;11142265,86;11319836,54;10886823,61;11162027,48;11105046,79;10750998,05;10888629,36;10674854,80;9990738,37;11319573,10;9550959,33;10671957,93;10559561,90;10960146,13;10242800,84;11132590,42;11087765,38;10698631,52;11320923,44;10405668,58;10823795,00;10818931,62;9952434,09;11370574,35;10938292,64;11971966,25;10413547,56;11238366,00;12069398,64;11084250,52;12219397,85;10793413,32;10450541,29;11067766,18;9350089,86;8954402,33;9452451,14;13494697,31;14285912,94;16755990,60;14540605,31;12563082,57;12680592,45;13556618,94;16418497,46;16748030,98;15050404,02;27784640,02;28972416,69;24319379,06;21086364,12;16294109,83;11776368,27;4308924,11;1181454223,30
"33 Rio de Janeiro";1102673,71;-;38568,23;139163,62;-;7604,30;21470,97;-;80665,20;-;36679,58;-;1640,14;22961,99;-;6113,26;-;-;52981,58;84541,96;-;-;-;-;1491,04;-;-;373164,28;7604,30;21918,29;79671,17;9362,00;16320,52;30516,59;-;-;2734623,60;63357,45;236645,97;46775,15;366110,54;33690,79;91773,68;67042,77;123407,73;406438,01;296203,79;603460,94;3964640,81;3227169,37;8228883,48;13299062,92;25933172,33;31510542,30;30562392,53;32373582,38;29602698,25;32537903,32;28103153,64;27049882,42;46943975,25;29354257,52;32997979,27;35839589,16;37096577,11;36486339,33;35847195,56;38065094,29;36509852,69;36742423,84;33589037,00;32847143,61;38227409,88;33824865,92;36960069,71;37334462,76;38352093,71;38477705,25;41007132,44;42147624,51;40823815,33;40734753,42;38283311,66;42232559,13;42571791,14;38134452,72;44698840,25;41646925,43;47882550,83;47322451,16;48254742,81;45366701,37;45432829,10;45268719,37;42929338,50;40270139,95;42718744,78;40430405,00;44128318,63;42624857,61;44675049,47;44272438,39;44631156,36;43145660,33;41488454,05;41326002,20;39401109,66;37845436,48;44700096,30;40340063,20;47284183,25;44242051,18;49487297,57;47300195,81;49634659,34;51475558,79;46654571,21;49685850,46;46544609,58;46039666,01;49872851,15;45255509,04;51598042,06;50612319,37;53741103,42;51892579,13;52558186,50;54135995,86;50093576,27;53716298,84;50058380,68;47376594,31;53606014,57;49402694,90;52084016,96;53443712,36;58003582,21;55043920,65;60260616,49;58282005,14;56172834,80;57985364,88;52415420,57;52359322,27;56186298,51;49229912,35;49917280,10;49386440,48;67204724,85;63913824,41;64297471,74;62467819,84;56439358,43;55486971,77;58861610,63;70290045,07;74750232,51;63803572,72;90865726,85;97173956,50;107496446,55;90044163,54;78965563,56;63432284,56;28111881,27;5442475442,21
"35 São Paulo";62250914,61;393324,80;48281,17;192973,37;51097,25;77452,96;275784,08;609873,41;889770,26;372426,41;891985,80;248840,37;348328,34;283302,66;416028,84;4395233,36;876499,96;346389,96;343542,93;186885,91;337401,80;12622,50;2910659,20;525026,84;1006324,96;731788,28;497729,72;349530,81;2228524,04;1657477,68;533938,87;758214,70;1243738,80;11684709,65;911991,14;1071469,04;693459,08;1133127,59;944293,03;815985,19;1286918,32;2210293,11;1530396,56;2789933,24;1086477,72;973933,92;1044984,68;1246970,57;2825865,86;4274144,13;8908979,61;20770311,52;55044992,85;83019710,33;84264105,77;85449480,27;81560114,25;84963671,16;78051378,94;76401888,75;84380153,63;76295827,06;88948528,17;89821829,08;89482287,45;86404857,77;90620870,76;90504853,12;90833400,23;89732267,89;86990427,84;82750220,79;90527153,60;87526661,09;93514521,40;92472857,25;97164033,68;92206393,40;99520764,53;96872827,71;98929613,71;96582005,07;91312866,75;88866486,45;95142143,95;86885066,34;101023449,62;94735856,89;100896443,38;99168156,57;99152231,02;100545852,75;96540943,88;97737852,29;94852245,54;93226087,52;96423857,69;94736454,66;109908332,75;110805776,41;123092161,32;127037308,22;126624078,83;128824808,85;121764728,50;123513753,58;118721100,33;114870145,92;122015926,97;113506494,58;132802103,36;122288186,81;134655466,59;127566528,17;133255483,53;135529742,19;123386557,13;132952836,90;122845715,39;120962496,25;129375546,04;119219229,78;133520444,14;134140979,09;138187327,42;130140001,45;134020516,35;137689250,61;126426204,40;127968848,27;110349528,99;102069774,43;106262084,26;100772469,93;111768561,49;109673621,88;117969750,52;108024142,96;114447799,91;115321313,57;112664114,41;116389784,74;109527130,78;107460167,40;116981210,74;105595057,62;108137460,78;110663734,96;150961660,34;148851518,21;162564843,92;146203389,56;136043513,63;131363298,58;133261665,40;143228272,71;150151696,09;150847982,13;237508418,64;238802982,93;261891527,44;233575651,68;175683146,27;125420973,70;56522559,05;13109158741,24
"41 Paraná";953290,02;-;-;-;-;-;-;-;-;60631,94;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;46926,09;40929,74;10802,26;38302,78;-;26296,70;58764,85;72422,74;694972,92;2854716,77;5603925,07;12212775,16;14200570,55;14549948,35;15027413,34;13990743,20;15569187,37;14588947,30;12954448,37;15005518,37;13536957,64;15536474,79;16705990,83;16285604,22;15691130,31;16835022,96;18025108,02;16699163,54;17647525,37;16178086,50;15262513,95;17071616,52;15514622,57;16299648,55;15999087,87;17692942,50;16635386,23;17732590,91;17010702,13;17095734,29;18073981,60;16562040,59;15725964,32;16395763,79;15037253,25;18563025,39;17314805,95;18438242,37;18050271,47;18261053,29;18350731,10;18130574,62;18731536,90;18174245,54;17924652,67;18435349,68;17750920,05;20756632,39;19984489,87;20457300,13;20280773,19;21356811,42;20243387,45;19626834,60;19030259,74;18292326,19;18189257,61;19308572,10;19070139,24;22549310,88;20272112,98;22178952,53;21378590,37;21227711,15;22451720,34;21463270,28;21445918,25;19320874,37;19324546,77;20715735,53;19081752,29;21578195,93;22654247,93;23337757,69;22120545,22;22999654,97;23132961,82;21361411,22;21795769,85;21609985,80;20304687,67;21269956,61;20517295,76;22483392,01;22579522,06;23201815,12;22208580,64;22513560,43;22166256,59;21943510,12;22940190,78;21126648,74;20647022,85;21832937,14;21123229,36;19960596,93;17966561,56;22972002,13;28212816,53;34195117,97;35044840,68;33283336,54;31941751,99;36633216,04;39706827,07;38530794,27;40016531,32;61071756,27;60045028,42;67059448,33;54878645,99;30360225,66;16704706,61;4956450,93;2456934927,39
"42 Santa Catarina";8917002,64;-;-;-;49552,09;57502,04;-;66767,53;-;56305,69;57502,04;184119,29;115004,08;-;-;57033,19;-;57858,44;115810,33;-;-;41947,89;-;115712,34;-;35337,61;-;-;-;66669,06;47646,08;-;-;-;-;-;65703,14;128007,08;79468,63;57696,44;-;131426,73;76637,42;103216,29;-;-;25161,97;42786,57;195451,17;533905,75;3273902,37;6885541,44;11363720,63;12511501,98;13261371,93;13596400,24;12021085,54;11880419,10;10492986,44;9826881,65;12623657,67;11328943,33;13137912,68;13254202,90;13623951,08;13837763,99;14762567,40;14706047,99;14374627,46;15108675,81;14705040,43;13002953,52;14125294,25;13510418,17;14996264,05;14695819,88;14822608,89;15066154,75;16078089,07;15928013,77;15861793,55;15686580,90;15170259,93;14520967,53;15380103,95;13874066,42;15785030,04;15187333,03;16482406,61;16149916,12;16471430,17;16022840,13;16664355,38;16731102,02;16161096,30;13930385,25;16928946,15;15643896,94;17458951,96;16541418,64;17455958,65;17954711,88;24680171,22;17288240,16;16674216,81;15850324,72;15262442,67;13629041,96;15858152,54;14782456,74;17393912,03;15608839,30;17149598,14;17007518,61;17066338,99;18098511,64;16739621,11;17278678,01;16381178,88;15182634,25;16854562,27;15145754,24;17567536,91;18343905,65;17845811,81;18124951,90;17994760,09;18487178,54;17043836,35;18960558,11;18408014,09;15560116,38;18081476,31;17600368,11;18541211,67;19110964,86;20059987,69;18013708,81;19668449,87;19118934,48;19459168,68;20083817,15;17564033,61;17734659,78;19186932,59;17395602,57;16677893,01;16099992,39;17459927,32;16884142,24;22831972,31;20988098,73;19382191,98;19306880,94;20995432,31;20596804,13;19434939,39;19577508,48;23019217,47;24100479,12;27592611,35;26029589,62;21051294,66;13196099,90;3438283,49;1894899140,63
"43 Rio Grande do Sul";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23426,77;-;-;-;-;4312,98;-;5453,30;32639,20;67340,31;240024,58;822726,95;1488727,68;3253239,55;6394469,62;7853960,10;8534714,22;8602396,55;7976094,84;8535054,43;8055207,90;7314400,23;8156188,21;7597467,30;8757800,02;9534776,69;8776855,18;8637158,83;9976401,74;9627863,31;9098478,63;9837387,83;9359897,44;8822979,41;9341920,39;8740629,01;9438693,29;9540802,22;10086042,79;9969649,74;10411517,58;9642060,22;9637035,17;9400031,60;9078716,14;8575412,57;9010860,10;8182216,81;10241281,92;9284012,16;10062580,58;9045953,66;9754847,98;10030106,67;9550363,51;9929707,97;9519965,64;8923427,23;9599884,98;9199871,64;9923916,70;9816550,11;10023893,52;10402325,72;10255403,50;10427903,96;9556533,79;10133922,61;9509755,45;8848547,29;9751834,31;8925842,89;9830625,94;9421627,71;10462156,40;10362068,46;10672548,08;10753734,16;9247621,46;9189060,57;8839065,14;8510269,90;9528018,87;8685690,56;9819897,30;10588553,88;10013151,71;10960220,94;11156987,13;11976451,59;11228054,47;13663301,69;11244996,27;10458667,97;10556601,51;9720765,65;10419734,64;10859496,24;10903175,76;10778976,57;11457307,27;11099358,45;10606337,48;10535716,81;10130107,35;9938819,65;10575997,71;9980189,24;9556080,79;9270329,84;10598369,09;11906561,61;13737824,73;13919680,77;13299992,27;13394942,95;14626882,15;14996605,75;14285912,52;16120852,77;22554451,59;18874753,51;19054671,89;15403919,85;12302014,63;7382532,98;2388511,56;1169011711,00
