 Procedimentos hospitalares do SUS - por local de internação - Brasil
Valor total por Unidade da Federação e Ano/mês atendimento
Natureza jurídica: 201-1 Empresa Pública, 203-8 Sociedade de Economia Mista, 204-6 Sociedade Anônima Aberta, 205-4 Sociedade Anônima Fechada, 206-2 Sociedade Empresária Limitada, 207-0 Sociedade Empresária em Nome Coletivo, 208-9 Sociedade Empresária em Comandita Simples, 209-7 Sociedade Empresária em Comandita por Ações, 212-7 Sociedade em Conta de Participação, 213-5 Empresário (Individual), 214-3 Cooperativa, 215-1 Consórcio de Sociedades, 216-0 Grupo de Sociedades, 217-8 Estabelecimento, no Brasil, de Sociedade Estrangeira, 219-4 Estabelecimento, no Brasil, de Empresa Binacional Argentino-Brasileira, 221-6 Empresa Domiciliada no Exterior, 222-4 Clube/Fundo de Investimento, 223-2 Sociedade Simples Pura, 224-0 Sociedade Simples Limitada, 225-9 Sociedade Simples em Nome Coletivo, 226-7 Sociedade Simples em Comandita Simples, 227-5 Empresa Binacional, 228-3 Consórcio de Empregadores, 229-1 Consórcio Simples, 230-5 Empresa Individual de Responsabilidade Limitada (de Natureza Empresária), 231-3 Empresa Individual de Responsabilidade Limitada (de Natureza Simples), 232-1 Sociedade Unipessoal de Advogados, 233-0 Cooperativas de Consumo, 303-4 Serviço Notarial e Registral (Cartório), 306-9 Fundação Privada, 307-7 Serviço Social Autônomo, 308-5 Condomínio Edilício, 310-7 Comissão de Conciliação Prévia, 311-5 Entidade de Mediação e Arbitragem, 313-1 Entidade Sindical, 320-4 Estabelecimento, no Brasil, de Fundação ou Associação Estrangeiras, 321-2 Fundação ou Associação Domiciliada no Exterior, 322-0 Organização Religiosa, 323-9 Comunidade Indígena, 324-7 Fundo Privado, 325-5 Órgão de Direção Nacional de Partido Político, 326-3 Órgão de Direção Regional de Partido Político, 327-1 Órgão de Direção Local de Partido Político, 328-0 Comitê Financeiro de Partido Político, 329-8 Frente Plebiscitária ou Referendária, 330-6 Organização Social (OS), 331-0 Demais Condomínios, 399-9 Associação Privada, 401-4 Empresa Individual Imobiliária, 402-2 Segurado Especial, 408-1 Contribuinte individual, 409-0 Candidato a Cargo Político Eletivo, 411-1 Leiloeiro, 412-4 Produtor Rural (Pessoa Física), 501-0 Organização Internacional, 502-9 Representação Diplomática Estrangeira, 503-7 Outras Instituições Extraterritoriais, Não especificado ou ignorado
Período:Jan/2008-Set/2021
"Unidade da Federação";"1992/Mar";"1992/Abr";"1993/Mai";"1993/Dez";"1994/Jan";"1994/Fev";"1994/Mai";"1994/Ago";"1994/Nov";"1995/Jan";"1995/Mar";"1995/Jun";"1995/Ago";"1995/Dez";"1996/Fev";"1996/Mar";"1996/Ago";"1996/Dez";"1997/Fev";"1997/Nov";"1998/Fev";"1998/Mar";"1998/Jul";"1998/Ago";"1998/Set";"1998/Out";"1998/Dez";"1999/Fev";"1999/Mar";"1999/Mai";"1999/Jul";"1999/Ago";"1999/Set";"1999/Out";"1999/Nov";"1999/Dez";"2000/Jan";"2000/Fev";"2000/Mar";"2000/Abr";"2000/Mai";"2000/Jun";"2000/Jul";"2000/Ago";"2000/Set";"2000/Out";"2000/Nov";"2000/Dez";"2001/Jan";"2001/Fev";"2001/Mar";"2001/Abr";"2001/Mai";"2001/Jun";"2001/Jul";"2001/Ago";"2001/Set";"2001/Nov";"2001/Dez";"2002/Jan";"2002/Fev";"2002/Mar";"2002/Mai";"2002/Jun";"2002/Jul";"2002/Out";"2002/Nov";"2002/Dez";"2003/Jan";"2003/Fev";"2003/Mar";"2003/Abr";"2003/Jun";"2003/Jul";"2003/Ago";"2003/Out";"2003/Nov";"2003/Dez";"2004/Jan";"2004/Fev";"2004/Mar";"2004/Abr";"2004/Mai";"2004/Jun";"2004/Jul";"2004/Ago";"2004/Set";"2004/Out";"2004/Nov";"2004/Dez";"2005/Jan";"2005/Fev";"2005/Mar";"2005/Abr";"2005/Mai";"2005/Jun";"2005/Jul";"2005/Ago";"2005/Set";"2005/Out";"2005/Nov";"2005/Dez";"2006/Jan";"2006/Fev";"2006/Mar";"2006/Abr";"2006/Mai";"2006/Jun";"2006/Jul";"2006/Ago";"2006/Set";"2006/Out";"2006/Nov";"2006/Dez";"2007/Jan";"2007/Fev";"2007/Mar";"2007/Abr";"2007/Mai";"2007/Jun";"2007/Jul";"2007/Ago";"2007/Set";"2007/Out";"2007/Nov";"2007/Dez";"2008/Jan";"2008/Fev";"2008/Mar";"2008/Abr";"2008/Mai";"2008/Jun";"2008/Jul";"2008/Ago";"2008/Set";"2008/Out";"2008/Nov";"2008/Dez";"2009/Jan";"2009/Fev";"2009/Mar";"2009/Abr";"2009/Mai";"2009/Jun";"2009/Jul";"2009/Ago";"2009/Set";"2009/Out";"2009/Nov";"2009/Dez";"2010/Jan";"2010/Fev";"2010/Mar";"2010/Abr";"2010/Mai";"2010/Jun";"2010/Jul";"2010/Ago";"2010/Set";"2010/Out";"2010/Nov";"2010/Dez";"2011/Jan";"2011/Fev";"2011/Mar";"2011/Abr";"2011/Mai";"2011/Jun";"2011/Jul";"2011/Ago";"2011/Set";"2011/Out";"2011/Nov";"2011/Dez";"2012/Jan";"2012/Fev";"2012/Mar";"2012/Abr";"2012/Mai";"2012/Jun";"2012/Jul";"2012/Ago";"2012/Set";"2012/Out";"2012/Nov";"2012/Dez";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Out";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"2020/Set";"2020/Out";"2020/Nov";"2020/Dez";"2021/Jan";"2021/Fev";"2021/Mar";"2021/Abr";"2021/Mai";"2021/Jun";"2021/Jul";"2021/Ago";"2021/Set";"Total"
"11 Rondônia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;604,33;-;-;-;-;-;4209,37;16397,03;133645,19;346912,84;711758,31;1829559,71;1940792,63;1955721,68;2143353,81;2280382,58;2624542,97;2973421,02;2938286,29;2843930,91;2878153,20;2780022,62;2651804,89;3147566,24;3082108,12;4190355,33;4040251,62;3946423,71;3372377,96;3720608,86;3787323,26;3679369,94;3866146,99;3667808,60;3633471,79;3812315,59;3911776,03;4663060,75;4524544,88;4778755,26;4369733,23;4632439,12;4464307,47;4668642,02;4490368,23;4423840,08;4384430,09;4173529,95;4293085,61;4674947,02;5087527,81;4724192,54;4690112,05;4319488,17;4778472,22;4202805,84;4372265,77;4389025,81;4045339,34;4449701,91;4399676,70;4680304,78;4087948,90;3128076,17;787772,29;475601,34;458336,86;437123,38;529673,05;449115,33;358406,37;415940,33;387810,91;485224,51;505295,28;456820,83;473221,48;414838,16;519130,40;662082,20;526682,53;609911,92;553318,46;622871,06;503811,16;694942,96;572023,61;723001,41;666055,42;760257,19;721363,82;656634,85;845426,37;734569,26;710543,53;609560,41;938236,45;726517,95;802665,95;791745,95;904139,12;871231,93;857200,10;558629,98;729752,19;860768,83;1071750,02;865721,04;574368,23;970349,37;896816,54;1009028,58;976797,00;1045247,91;1061776,43;932478,86;986006,28;948508,19;905387,46;955001,59;876118,04;1061873,63;1012337,94;977785,94;1052202,27;1093227,02;1069146,07;1070353,39;969376,22;1036126,88;1033898,10;1020191,03;906318,33;1080851,75;1051528,58;1067463,51;999428,50;1188529,96;1102013,95;1056691,19;1082809,13;1411126,56;1436967,98;1456806,87;1441427,99;1690912,10;1592121,56;1762233,50;1675529,42;1734489,99;1726585,78;1490645,06;1705793,77;1926900,46;1853430,41;1831317,60;1729688,78;1723717,89;1624020,19;1739141,78;2914490,03;2642036,96;3317401,89;2303324,92;1915862,70;2139319,31;2041299,57;1748169,91;1681305,51;4027889,68;4458298,94;5546215,22;4320040,46;3347125,01;2417903,98;659412,17;341216743,15
"12 Acre";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;184,65;-;-;-;-;1099,17;-;10470,07;14001,71;86200,85;301323,68;769612,36;1731744,62;1743978,66;2057439,02;2057829,69;2226577,93;2112576,82;2029128,01;1886871,84;2084884,80;2230838,45;2122013,12;2196651,69;2152239,30;2086775,61;2476364,26;2396887,63;2610261,80;2174098,10;2051885,16;1714707,91;1341532,34;2288458,90;2462712,79;2254900,20;2381535,93;2079981,05;2564837,77;2588318,06;2538525,67;2319786,41;2279156,60;2454599,37;2578923,75;2625443,29;2512995,15;2500589,76;2749521,65;2473515,82;2801446,23;2672803,31;3135521,30;2719044,65;2814550,89;2923529,36;2800974,16;2773202,98;2711168,25;2760163,83;2751130,80;2359304,68;2492314,76;1836083,33;1441335,02;666111,22;550242,77;673225,98;699312,92;814803,13;745589,39;691574,23;706252,32;735571,77;687683,39;763727,20;758663,86;630345,63;614795,51;755391,98;662519,68;577482,96;548383,20;659674,51;665125,32;602273,64;744000,25;683828,68;833024,17;691516,33;694259,69;585737,19;548050,17;531485,96;519675,24;464481,40;489630,81;456843,95;518453,16;483492,91;382452,62;416722,39;369639,39;445703,76;424874,94;445573,65;400133,97;526669,72;484188,17;494908,73;542484,04;500922,93;517646,70;497644,23;456487,66;593783,10;540931,69;499853,26;588551,79;543591,16;472914,25;585219,93;621380,59;554461,94;563816,06;618948,87;616893,46;631876,43;598908,60;587563,93;602947,95;427385,01;515525,56;513358,46;608177,14;495294,42;490370,62;659498,57;597464,50;586525,33;521122,07;624557,43;473625,97;390271,80;576625,28;388795,03;530767,43;641144,34;585655,36;613756,10;673101,90;653643,53;532627,38;575189,42;585635,89;546212,43;481442,96;488677,14;548864,33;383230,60;487719,45;431813,31;540279,40;472734,10;631095,71;529313,09;535456,14;559718,75;610372,47;472686,03;453596,12;452084,62;615672,23;555289,77;446457,21;224526,05;-;187622841,85
"13 Amazonas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1134,83;951,89;-;531,94;-;-;212,75;35752,72;45570,64;416012,30;2020381,79;5949408,99;10515889,10;7934652,10;8641517,13;8531576,49;9079902,15;8646295,77;8755806,50;8331763,97;8148089,92;7681661,02;7761445,21;7764782,66;8607222,74;8385962,92;9207129,28;8160517,20;8562322,43;9484998,71;9465068,52;9267006,58;9092823,55;9218407,34;8674068,02;8365788,46;9386945,03;8373048,81;10321150,01;9990164,13;9767161,23;9151838,50;9140196,88;9437224,41;9742680,49;9996686,44;9532878,27;9335803,05;9800511,52;9461664,54;10954545,77;10529645,04;10105494,01;9966359,03;9972847,16;9965893,92;9861030,02;10206641,46;10735915,35;8702548,33;10022548,42;8923131,97;10627294,07;7770379,15;3203140,23;1237670,73;1398898,00;1305249,40;1073512,10;1014453,43;1121933,82;977364,35;1084010,86;1146057,96;1012484,45;1392482,48;1310445,07;1202898,32;1514027,84;1834145,36;1313775,79;1453863,72;1401502,96;1261464,56;1069373,06;725981,99;1232517,62;1405779,73;1945990,57;1915749,38;1569405,08;1923985,55;1892891,33;1891817,16;1988154,30;1617164,93;1802820,67;1569064,85;2011702,05;1894587,85;1891269,65;1922775,76;1783298,15;1952720,21;1529241,38;1723487,34;1189934,40;1209709,57;1132803,37;1965955,71;2161088,10;1967645,81;1738797,57;638922,78;255291,08;279530,72;300911,79;275560,90;279232,40;378455,40;296070,22;298166,12;332955,24;308243,46;338615,65;308745,40;298414,33;305788,91;298310,01;329242,06;305893,59;314244,25;319278,95;289867,45;324010,38;250874,27;335011,14;295477,37;331455,29;364435,39;323402,27;350114,33;348646,21;351193,80;353661,96;330875,73;337477,71;306272,68;325328,10;306862,86;256731,22;307449,80;246959,25;349370,91;347635,37;543291,53;738090,38;709570,65;623089,13;495196,27;468398,28;549970,19;702141,10;670614,82;674050,03;743658,72;608648,88;499415,23;773244,40;1812092,37;1366566,61;1111463,48;871310,44;809553,05;1056925,56;771755,44;254636,27;594770646,78
"14 Roraima";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;413,69;-;4785,91;11858,63;43852,67;369328,51;470676,43;808448,39;771687,83;876091,18;896952,53;1027288,73;938293,54;1004340,44;1045291,11;1003740,89;1055063,43;1223200,73;1236529,18;1186281,36;1106225,18;1422690,18;1377859,19;1363883,01;1346660,89;1371019,37;1529696,18;1573418,68;1517391,92;1597811,24;1536941,82;1617781,76;1452295,35;1817004,16;1715762,10;1933733,03;1849065,95;1877204,62;2046063,98;1939488,67;1757675,71;1528245,34;1485166,60;1604886,45;1220176,72;1276120,86;1379942,19;1679122,67;1770324,67;1646157,39;1656379,50;1802450,34;1856131,44;1655521,98;1617942,60;1530529,76;1548031,39;944115,94;702922,70;438962,36;154410,46;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15918,43;70228,74;61619,74;62726,93;58016,20;58310,29;64961,23;52671,97;61595,45;68542,23;60070,38;66119,70;58759,50;55993,23;54916,61;57993,78;57950,53;63537,44;60565,35;57960,34;62822,30;53827,43;63923,06;70062,46;65532,95;85139,81;91212,13;79569,36;77754,59;53019,42;64666,78;71842,54;74672,71;64456,59;75889,99;91124,62;80997,07;84529,17;57559,93;75955,25;73779,25;83222,71;85534,76;62214,73;79921,84;68984,97;81953,86;74146,64;74934,34;73935,74;59993,43;77602,47;68257,12;50122,78;79498,26;78483,71;74386,68;73916,69;67337,63;72156,18;67446,54;11455,86;42019,59;66421,27;92079,20;86111,47;97078,23;53550,75;38630,29;46407,75;42513,17;27468,58;43479,42;81861,73;56345,69;34476,99;4219,55;20472,59;69050,50;65272,35;98436,77;90295,13;74815,84;66239,27;53967,79;42918,62;-;80767774,49
"15 Pará";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1260,10;-;-;-;-;-;-;-;-;-;-;4994,86;2182,97;-;-;210,20;399,57;9487,90;181159,29;433414,74;1893197,50;5105406,44;13162823,43;21762104,16;20126081,01;22149375,82;23436682,75;23861080,80;23502915,90;22544291,26;23259148,28;23667690,01;23352577,75;23537613,41;23836162,40;25397157,43;23045700,70;28225957,76;27478025,61;26610951,91;26424970,11;26331756,26;27892582,69;27231854,35;27599957,69;26784181,74;25511285,54;26421157,74;25483553,06;28537493,86;26949923,37;28436425,05;26947713,85;26125357,73;27761867,94;27280175,15;26522062,12;26687663,81;26322040,53;27999789,20;26170892,65;29193123,80;27294759,31;27759327,87;26458847,52;25646178,94;27348214,64;27122078,56;27151997,82;27076766,56;25872625,59;26486253,99;23537448,23;24482793,65;20829658,25;17610253,31;10918896,03;10263939,15;11636226,65;11461295,03;12256557,60;11474536,41;10668137,15;11700036,43;10163517,65;11586611,75;12599246,13;12493358,34;11877317,50;10933902,62;11520955,39;11901824,35;12746380,31;11967035,64;11866796,80;12053937,02;11336465,45;11678763,98;12125728,99;12359790,01;11135705,73;11465382,17;11380387,28;11873379,51;11295614,64;11511697,19;10902515,84;10696396,30;10221308,41;12630618,05;11561449,52;11509601,66;11062052,13;11156267,39;10835441,21;11126373,79;11421353,75;11163064,56;10199119,92;10832141,69;10313022,85;11961839,64;11337281,58;11772042,94;11584037,16;10978193,53;11599780,57;11889762,77;11240923,67;11050405,11;10715466,45;11279732,52;10238572,61;12056175,91;10245959,23;11680368,74;11097299,99;10897489,25;12222979,89;11766112,80;12420811,87;12478463,05;10838137,95;12419923,64;11171660,76;12068622,67;12496275,71;12286377,86;11946167,35;12428740,99;13055668,47;12327489,52;14002340,02;12054377,73;11429725,83;12585724,36;11515869,43;12249566,69;13096568,56;13587540,66;12856665,32;13073205,64;13024577,99;13103361,04;13018000,50;12840718,61;12323280,91;13250902,49;12198077,44;12914215,33;9335166,72;12920759,58;13686621,99;14654012,39;14057145,27;14276303,10;14695144,01;14261833,53;14743190,66;13688457,18;12660245,24;13870107,48;15587032,84;16019748,04;15656695,51;14024947,41;10298568,61;2763431,28;2717642130,00
"16 Amapá";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1647,39;7754,72;12695,61;33672,74;104822,98;118378,28;226661,18;844019,90;1329876,61;1275063,72;1177745,93;1396371,51;1411520,77;1420892,01;1367235,47;1550340,63;1550166,99;1635676,50;1647903,31;1649380,76;1702307,43;1617603,91;1863376,50;1899215,36;1929012,06;1776155,94;1765731,76;2038762,73;1820033,62;1806092,38;1669318,82;1551083,36;1713037,45;1448489,25;1850181,41;1860225,48;1739371,09;1826492,45;1827433,46;1933782,60;1721224,14;1679410,24;1672233,87;1514787,77;1865892,98;1684178,33;1916700,22;1961976,04;1868835,95;1644399,84;1754611,59;1896266,48;1805783,30;1890071,25;1824489,66;1596201,03;1872185,58;1775745,64;1816027,35;1530899,11;1048441,44;605613,51;611675,58;708534,45;628229,92;704408,55;589725,31;509271,93;594719,11;502659,36;635004,68;667156,62;658385,91;599276,11;681639,56;617573,84;573509,41;713970,70;491494,61;543196,10;739782,85;534314,41;621667,57;670688,52;587690,16;631883,56;575295,87;533600,83;580031,87;686776,66;332275,41;395033,56;455984,81;512241,93;610802,02;526029,96;466915,81;551014,53;663589,89;627306,48;725522,42;555485,35;545242,08;387386,75;429272,64;452168,69;456762,42;553827,66;543054,63;622488,52;629539,39;584525,92;576134,17;662205,73;512357,87;624752,04;551794,24;471783,83;655046,25;513001,33;673225,36;699594,88;544706,02;669361,30;669513,84;636774,71;722414,02;622210,41;671505,51;625331,60;596777,78;630207,60;577690,12;587474,66;657159,65;667001,24;645378,98;729194,25;678458,90;567119,42;519742,01;794109,06;710840,40;703595,56;399314,27;723471,85;738596,15;714143,06;863493,83;803590,18;588706,13;611686,97;722472,38;648310,20;621834,28;280199,56;150874,64;232687,45;415146,15;573502,24;602902,06;639042,61;489779,98;532668,19;493643,72;573961,07;427734,16;333441,52;497903,59;541176,54;502527,97;310816,70;58064,52;155422299,02
"17 Tocantins";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1283,84;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1122,46;-;578,69;-;-;-;34446,08;586,69;4113,76;76633,06;343702,61;1068685,94;3022200,87;5136474,61;5051932,07;5200151,87;5343714,73;5344487,99;5398413,09;5061461,61;5213290,38;5201400,94;6013071,44;5205114,37;5614918,90;6022437,54;5984209,71;6640964,62;6461045,18;6622397,84;6302602,71;6330494,80;6657016,75;6279823,80;6637175,55;6452478,10;6290881,84;6255630,25;5772248,05;7121727,92;6815944,93;7052458,27;6354241,96;6872599,57;7006975,71;6681951,92;6805280,69;6574975,36;6386157,99;6941869,25;6599081,65;7413705,96;7052696,30;7347972,12;7195700,99;6692342,10;7354563,65;7001655,77;7163042,27;7387432,12;6918937,72;6911629,24;6860076,30;7347266,85;5631740,70;3312954,77;1113183,27;1301521,03;1188533,47;1094968,03;1101634,85;822680,04;1022278,76;1024267,01;945803,98;983384,35;955612,30;993228,52;802908,81;679454,87;762346,56;1062553,39;854415,72;783416,73;699072,22;820017,52;714309,61;816602,86;892735,61;853949,97;853773,24;1067925,26;815256,28;905872,21;1037735,22;912012,07;882964,10;863641,60;827298,07;998055,63;956207,74;872499,67;862928,68;743014,85;911670,57;849397,97;734863,69;816501,16;946451,62;903966,01;831572,91;790850,22;935462,51;849868,78;875000,19;1029108,10;1179445,98;801757,03;919439,30;949865,62;849243,78;859758,06;911330,11;1091580,21;992368,61;1019661,31;1199697,65;1001915,93;1080218,27;930294,16;1207840,97;904738,84;965757,39;1143730,35;984969,99;1101670,77;1142644,22;1147780,52;1289831,02;1312677,61;1168642,92;1074437,91;1210509,72;1086665,11;1112410,05;1371264,66;1104248,90;1214350,24;1251456,58;1138499,69;1163434,00;1143341,05;1159963,45;1059282,30;1217746,14;1287013,14;976197,51;1220371,00;966973,31;886446,52;843467,48;1355141,91;1435889,51;1493973,08;1714333,95;1165140,58;1060169,00;1006807,61;1099183,64;1176655,60;1447612,57;1255176,10;1241978,66;1551971,31;2014697,01;1682716,30;792792,06;-;455354130,92
"21 Maranhão";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;276,65;-;-;-;1228,74;1313,48;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;931,65;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2767,08;2871,13;-;295,36;7090,58;-;42360,79;385330,18;1018352,93;2277717,78;4334468,23;8832514,85;21179685,42;13443168,59;14750895,33;15148647,11;14543679,92;14553978,06;14536700,20;14600777,23;15317881,85;15617699,59;15643973,86;14644528,47;16509174,38;15323800,01;19000528,61;17929620,45;18265388,10;18108112,36;18026071,20;18566524,68;18710607,19;19044993,31;18373019,22;17558736,88;19282093,56;17569101,52;21316090,03;19804547,24;20646225,47;19887224,90;20272804,23;20495239,06;20002266,78;19676260,18;19181018,80;18372770,76;20549780,65;19977629,75;21051962,55;20427859,83;20394245,38;19651953,64;19996700,68;21578665,91;20228648,71;20324798,39;20637586,78;20014893,55;21443072,18;19457526,15;20770132,67;17714994,28;13090786,11;4745899,58;4942461,62;4890456,13;4093115,80;4416570,35;4410459,16;3836649,74;5273508,38;4735195,99;5068443,97;5600039,32;5552223,63;5321993,01;5319562,58;5168350,35;5327684,17;5640513,75;5062925,82;4549345,14;5056472,24;5030742,28;5209132,03;5454616,94;5646448,19;5576394,68;5690525,46;5755943,25;5923525,49;5949346,68;5448334,26;4308171,79;5034964,63;4528208,99;5965317,31;5401290,90;5891703,57;5164125,95;5910161,90;5674069,99;5425661,13;5536757,54;5115248,40;4483276,70;5063198,87;5045092,89;5714192,33;5216143,44;5859916,53;5690424,16;5368061,69;5947996,95;5206719,27;5311404,84;5281054,73;4463923,38;5487021,97;4530934,15;5641416,54;4810391,73;6089990,69;5200525,37;5424752,96;5826687,37;5045242,79;5718723,15;5079277,44;4390876,82;4937978,01;4567180,47;5306319,17;5852436,79;5350596,19;4977969,74;5775495,08;5524289,76;5415137,19;5874046,21;5275135,34;4717122,01;6151995,40;5839971,46;5858852,18;6131247,71;7265645,52;7353166,13;8609574,57;9179036,22;9085728,39;7310186,47;8959267,53;8272866,74;8807078,03;7891100,69;8126988,29;5959403,60;8149323,28;8889212,10;9300074,70;9343235,20;9541807,18;9869853,93;9231335,50;8920676,06;8476648,52;9332832,88;12338900,76;12845142,23;14783420,32;13353267,87;8931326,14;5207922,64;2574972,68;1686138166,92
